id,repdem,libcon
21814,Republican (Strongly Republican),Conservative
21815,Independent (Lean toward the Democratic Party),Liberal
21817,Republican (Weakly Republican),Slightly conservative
21822,Democrat (Weakly Democratic),Slightly liberal
21826,Independent (Lean toward the Democratic Party),Slightly liberal
21834,Democrat (Strongly Democratic),Liberal
21836,Democrat (Strongly Democratic),Liberal
21842,Democrat (Weakly Democratic),Liberal
21843,Democrat (Strongly Democratic),Liberal
21844,Democrat (Strongly Democratic),Liberal
21847,Democrat (Strongly Democratic),Moderate
21850,Independent (Lean toward the Republican Party),Moderate
21852,Democrat (Strongly Democratic),Slightly liberal
21856,Democrat (Weakly Democratic),Moderate
21859,Independent (Lean toward the Democratic Party),Slightly liberal
21862,Independent,Moderate
21872,Independent,Slightly conservative
21875,Independent (Lean toward the Democratic Party),Slightly liberal
21880,Democrat (Strongly Democratic),Liberal
21882,Democrat (Strongly Democratic),Extremely liberal
21890,Republican (Weakly Republican),Moderate
21895,Independent,Moderate
21896,Democrat (Strongly Democratic),Extremely liberal
21898,Independent,Moderate
21906,Democrat (Strongly Democratic),Liberal
21913,Independent (Lean toward the Republican Party),Slightly conservative
21914,Independent (Lean toward the Democratic Party),Liberal
21926,Republican (Strongly Republican),Extremely conservative
21928,Independent (Lean toward the Democratic Party),Moderate
21929,Republican (Strongly Republican),Conservative
21934,Democrat (Strongly Democratic),Moderate
21942,Republican (Weakly Republican),Conservative
21944,Democrat (Strongly Democratic),Liberal
21948,Democrat (Strongly Democratic),Liberal
21949,Democrat (Strongly Democratic),Liberal
21954,Republican (Weakly Republican),Moderate
21955,Democrat (Weakly Democratic),Slightly liberal
21962,Democrat (Strongly Democratic),Liberal
21992,Democrat (Strongly Democratic),Moderate
22000,Independent,Slightly conservative
22010,Democrat (Strongly Democratic),Liberal
22016,Democrat (Strongly Democratic),Extremely liberal
22018,Democrat (Strongly Democratic),Extremely liberal
22021,Democrat (Weakly Democratic),Liberal
22026,Democrat (Strongly Democratic),Liberal
22029,Democrat (Weakly Democratic),Moderate
22030,Democrat (Strongly Democratic),Liberal
22033,Independent (Lean toward the Republican Party),Conservative
22034,Democrat (Strongly Democratic),Liberal
22036,Republican (Strongly Republican),Conservative
22038,Republican (Weakly Republican),Moderate
22048,Democrat (Strongly Democratic),Liberal
22050,Republican (Weakly Republican),Slightly conservative
22056,Independent (Lean toward the Democratic Party),Liberal
22061,Independent (Lean toward the Democratic Party),Liberal
22067,Democrat (Weakly Democratic),Moderate
22069,Independent,Moderate
22071,Independent (Lean toward the Democratic Party),Moderate
22090,Republican (Weakly Republican),Slightly conservative
22095,Democrat (Strongly Democratic),Extremely conservative
22099,Independent (Lean toward the Republican Party),Slightly conservative
22103,Democrat (Strongly Democratic),Extremely liberal
22104,Independent,Slightly liberal
22115,Democrat (Strongly Democratic),Liberal
22117,Independent (Lean toward the Democratic Party),Slightly liberal
22124,Democrat (Strongly Democratic),Extremely liberal
22126,Democrat (Strongly Democratic),Moderate
22127,Independent (Lean toward the Democratic Party),Liberal
22131,Democrat (Weakly Democratic),Slightly liberal
22133,Democrat (Strongly Democratic),Liberal
22137,Republican (Weakly Republican),Conservative
22139,Democrat (Strongly Democratic),Liberal
22142,Republican (Weakly Republican),Slightly conservative
22155,Republican (Weakly Republican),Moderate
22157,Democrat (Strongly Democratic),Extremely conservative
22163,Independent,Liberal
22181,Independent,Moderate
22191,Independent (Lean toward the Democratic Party),Moderate
22193,Democrat (Weakly Democratic),Liberal
22194,Independent,Liberal
22196,Independent (Lean toward the Democratic Party),Liberal
22199,Democrat (Strongly Democratic),Extremely liberal
22201,Democrat (Strongly Democratic),Liberal
22206,Independent,Moderate
22207,Independent (Lean toward the Republican Party),Conservative
22208,Democrat (Strongly Democratic),Slightly liberal
22220,Independent (Lean toward the Democratic Party),Slightly liberal
22222,Independent (Lean toward the Democratic Party),Extremely liberal
22227,Democrat (Weakly Democratic),Slightly conservative
22228,Republican (Strongly Republican),Conservative
22231,Independent (Lean toward the Democratic Party),Slightly liberal
22241,Democrat (Weakly Democratic),Moderate
22246,Independent,Conservative
22248,Independent (Lean toward the Republican Party),Conservative
22253,Independent (Lean toward the Democratic Party),Moderate
22265,Independent (Lean toward the Democratic Party),Slightly liberal
22275,Independent (Lean toward the Democratic Party),Liberal
22276,Independent,Moderate
22277,Democrat (Strongly Democratic),Liberal
22286,Democrat (Strongly Democratic),Liberal
22289,Independent,Liberal
22290,Republican (Weakly Republican),Moderate
22293,Independent (Lean toward the Democratic Party),Slightly liberal
22296,Independent (Lean toward the Democratic Party),Slightly conservative
22298,Republican (Strongly Republican),Conservative
22301,Independent,Moderate
22303,Independent (Lean toward the Republican Party),Slightly liberal
22304,Independent,Moderate
22307,Independent (Lean toward the Republican Party),Extremely conservative
22308,Democrat (Weakly Democratic),Moderate
22309,Democrat (Weakly Democratic),Moderate
22310,Independent (Lean toward the Democratic Party),Slightly liberal
22311,Democrat (Strongly Democratic),Liberal
22312,Independent,Extremely liberal
22317,Democrat (Strongly Democratic),Liberal
22324,Independent,Slightly liberal
22328,Republican (Weakly Republican),Conservative
22331,Independent (Lean toward the Democratic Party),Liberal
22335,Democrat (Weakly Democratic),Slightly liberal
22337,Republican (Weakly Republican),Moderate
22343,Republican (Weakly Republican),Slightly conservative
22344,Republican (Weakly Republican),Conservative
22355,Independent,Slightly liberal
22362,Republican (Strongly Republican),Conservative
22386,Democrat (Weakly Democratic),Liberal
22392,Independent,Slightly liberal
22404,Independent (Lean toward the Republican Party),Slightly conservative
22412,Democrat (Weakly Democratic),Slightly liberal
22417,Republican (Weakly Republican),Conservative
22422,Independent (Lean toward the Republican Party),Conservative
22426,Independent (Lean toward the Democratic Party),Moderate
22436,Independent,Moderate
22439,Democrat (Strongly Democratic),Liberal
22444,Independent (Lean toward the Democratic Party),Liberal
22445,Democrat (Strongly Democratic),Liberal
22446,Democrat (Weakly Democratic),Liberal
22453,Independent (Lean toward the Democratic Party),Extremely liberal
22456,Independent,Liberal
22460,Independent (Lean toward the Democratic Party),Extremely liberal
22469,Independent,Moderate
22471,Democrat (Weakly Democratic),Extremely liberal
22476,Republican (Weakly Republican),Moderate
22477,Democrat (Strongly Democratic),Moderate
22485,Independent (Lean toward the Democratic Party),Liberal
22486,Democrat (Weakly Democratic),Slightly liberal
22487,Independent,Slightly conservative
22490,Democrat (Strongly Democratic),Extremely liberal
22495,Republican (Weakly Republican),Liberal
22498,Democrat (Strongly Democratic),Liberal
22501,Independent,Slightly conservative
22506,Democrat (Strongly Democratic),Liberal
22507,Democrat (Weakly Democratic),Moderate
22513,Democrat (Strongly Democratic),Liberal
22518,Democrat (Strongly Democratic),Extremely conservative
22523,Democrat (Strongly Democratic),Liberal
22526,Republican (Strongly Republican),Moderate
22532,Independent (Lean toward the Democratic Party),Liberal
22533,Democrat (Weakly Democratic),Slightly liberal
22535,Independent (Lean toward the Democratic Party),Slightly liberal
22536,Independent (Lean toward the Democratic Party),Moderate
22537,Independent (Lean toward the Democratic Party),Liberal
22541,Independent (Lean toward the Republican Party),Extremely conservative
22545,Independent (Lean toward the Republican Party),Liberal
22546,Independent (Lean toward the Democratic Party),Slightly liberal
22552,Independent (Lean toward the Democratic Party),Extremely liberal
22559,Democrat (Strongly Democratic),Extremely liberal
22562,Independent,Moderate
22563,Democrat (Strongly Democratic),Extremely liberal
22564,Independent (Lean toward the Republican Party),Slightly conservative
22566,Democrat (Weakly Democratic),Slightly liberal
22567,Independent (Lean toward the Democratic Party),Slightly liberal
22573,Democrat (Weakly Democratic),Liberal
22574,Democrat (Strongly Democratic),Liberal
22575,Democrat (Weakly Democratic),Slightly liberal
22579,Independent (Lean toward the Democratic Party),Slightly liberal
22580,Independent (Lean toward the Republican Party),Conservative
22582,Independent,Moderate
22583,Democrat (Strongly Democratic),Extremely liberal
22585,Republican (Weakly Republican),Slightly conservative
22587,Democrat (Strongly Democratic),Extremely liberal
22592,Independent,Moderate
22594,Republican (Weakly Republican),Slightly liberal
22595,Democrat (Strongly Democratic),Liberal
22597,Independent,Moderate
22605,Democrat (Strongly Democratic),Liberal
22613,Independent (Lean toward the Democratic Party),Slightly liberal
22620,Democrat (Strongly Democratic),Extremely liberal
22624,Democrat (Weakly Democratic),Slightly liberal
22634,Democrat (Strongly Democratic),Slightly liberal
22642,Independent,Moderate
22643,Independent (Lean toward the Democratic Party),Liberal
22651,Independent (Lean toward the Democratic Party),Slightly liberal
22652,Democrat (Strongly Democratic),Liberal
22654,Independent,Moderate
22655,Independent (Lean toward the Republican Party),Moderate
22656,Democrat (Strongly Democratic),Extremely liberal
22661,Independent (Lean toward the Democratic Party),Moderate
22672,Independent (Lean toward the Democratic Party),Moderate
22675,Democrat (Weakly Democratic),Liberal
22679,Independent (Lean toward the Republican Party),Slightly conservative
22680,Democrat (Strongly Democratic),Liberal
22685,Independent,Moderate
22687,Democrat (Strongly Democratic),Liberal
22688,Independent,Moderate
22694,Independent (Lean toward the Democratic Party),Liberal
22695,Democrat (Strongly Democratic),Liberal
22699,Independent (Lean toward the Republican Party),Moderate
22701,Independent,Moderate
22703,Independent (Lean toward the Democratic Party),Slightly liberal
22705,Republican (Strongly Republican),Conservative
22707,Democrat (Weakly Democratic),Slightly liberal
22712,Democrat (Weakly Democratic),Moderate
22719,Independent (Lean toward the Republican Party),Slightly conservative
22720,Independent,Moderate
22725,Democrat (Strongly Democratic),Extremely liberal
22726,Democrat (Strongly Democratic),Extremely liberal
22730,Democrat (Weakly Democratic),Moderate
22735,Democrat (Strongly Democratic),Extremely liberal
22736,Independent (Lean toward the Republican Party),Slightly conservative
22737,Independent (Lean toward the Democratic Party),Liberal
22738,Democrat (Strongly Democratic),Slightly liberal
22763,Republican (Strongly Republican),Moderate
22778,Independent,Moderate
22785,Independent (Lean toward the Democratic Party),Slightly conservative
22788,Democrat (Strongly Democratic),Liberal
22792,Independent,Slightly liberal
22802,Democrat (Weakly Democratic),Liberal
22806,Republican (Weakly Republican),Slightly conservative
22807,Democrat (Strongly Democratic),Liberal
22808,Democrat (Weakly Democratic),Moderate
22810,Republican (Weakly Republican),Slightly conservative
22814,Independent (Lean toward the Democratic Party),Moderate
22818,Democrat (Strongly Democratic),Liberal
22821,Democrat (Strongly Democratic),Liberal
22825,Independent (Lean toward the Democratic Party),Liberal
22826,Independent,Moderate
22830,Democrat (Weakly Democratic),Slightly liberal
22833,Independent,Moderate
22846,Independent,Moderate
22852,Republican (Weakly Republican),Liberal
22858,Democrat (Weakly Democratic),Liberal
22860,Republican (Strongly Republican),Conservative
22865,Democrat (Strongly Democratic),Liberal
